"","Date","chamber","finerootbiomass","coarserootmass"
"105",2008-07-16,"ch09",8667.5643865469,13620.6726121131
"106",2008-07-16,"ch10",6355.80630431933,10103.4379225732
"107",2008-07-16,"ch11",7272.36225690633,19530.7771702253
"108",2008-07-16,"ch12",6074.74642851622,6814.75780533048
"109",2008-07-29,"ch01",7114.65872213367,9742.03535082135
"110",2008-07-29,"ch02",6429.92230912974,13607.5972264621
"111",2008-07-29,"ch03",7757.70794611635,4935.02272321212
"112",2008-07-29,"ch04",7018.72734049678,6643.68472969038
"113",2008-07-29,"ch05",7927.7703480314,27191.6422574105
"114",2008-07-29,"ch06",5016.49335984177,6680.78159396546
"115",2008-07-29,"ch07",7219.58214477067,9686.36421991441
"116",2008-07-29,"ch08",7236.39211831676,6460.06808617238
"117",2008-07-29,"ch09",8768.14883541453,13778.73637568
"118",2008-07-29,"ch10",6398.0202837433,10170.5429129007
"119",2008-07-29,"ch11",7277.52131150527,19544.6324131603
"120",2008-07-29,"ch12",6086.74188133013,6828.21451610088
"121",2008-08-20,"ch01",7160.58029142031,9804.91532424353
"122",2008-08-20,"ch02",6445.57363685053,13640.7200160456
"123",2008-08-20,"ch03",7826.30432483626,4978.65992766273
"124",2008-08-20,"ch04",6956.69688344731,6584.96884285182
"125",2008-08-20,"ch05",7929.43564202492,27197.3540876651
"126",2008-08-20,"ch06",5060.583448085,6739.49915399847
"127",2008-08-20,"ch07",7182.80034523178,9637.01483931962
"128",2008-08-20,"ch08",7252.44914075732,6474.40250262345
"129",2008-08-20,"ch09",8744.0928112529,13740.9334572542
"130",2008-08-20,"ch10",6386.33302016499,10151.9643822793
"131",2008-08-20,"ch11",7273.22111135255,19533.083724027
"132",2008-08-20,"ch12",6077.57330539348,6817.92904572556
"133",2008-09-17,"ch01",7088.21458506567,9705.82564235889
"134",2008-09-17,"ch02",6432.73599122775,13613.5518011634
"135",2008-09-17,"ch03",7787.83141407987,4954.18559966151
"136",2008-09-17,"ch04",6941.54696116624,6570.62845000966
"137",2008-09-17,"ch05",7815.29981049014,26805.8769681726
"138",2008-09-17,"ch06",5020.74892375384,6686.44899767087
"139",2008-09-17,"ch07",7124.79042235028,9559.18412417133
"140",2008-09-17,"ch08",7193.73304361058,6421.98549990712
"141",2008-09-17,"ch09",8749.81348523202,13749.9232292265
"142",2008-09-17,"ch10",6377.95453091625,10138.645608554
"143",2008-09-17,"ch11",7295.78064908843,19593.6699942123
"144",2008-09-17,"ch12",6067.36526005775,6806.47748022445
"145",2008-10-01,"ch01",7021.72332999411,9614.77979142967
"146",2008-10-01,"ch02",6423.84978680285,13594.7459921858
"147",2008-10-01,"ch03",7781.56984814198,4950.2023393479
"148",2008-10-01,"ch04",7018.09735317974,6643.08840546876
"149",2008-10-01,"ch05",7686.90454482026,26365.49108685
"150",2008-10-01,"ch06",4995.74831025544,6653.15409892048
"151",2008-10-01,"ch07",7090.90327651442,9513.71844065151
"152",2008-10-01,"ch08",7124.38983056285,6360.08146399005
"153",2008-10-01,"ch09",8700.60082685295,13672.5878350766
"154",2008-10-01,"ch10",6374.44153148114,10133.0612074544
"155",2008-10-01,"ch11",7285.48457267796,19566.018679963
"156",2008-10-01,"ch12",6029.67583258109,6764.19681499876
"157",2008-10-14,"ch01",7082.17174956288,9697.55124447325
"158",2008-10-14,"ch02",6559.73505670162,13882.3189880782
"159",2008-10-14,"ch03",8013.99852828934,5098.06055030667
"160",2008-10-14,"ch04",7188.83306579121,6804.70093031281
"161",2008-10-14,"ch05",7696.51369950101,26398.4497479873
"162",2008-10-14,"ch06",5114.62769213205,6811.47329310123
"163",2008-10-14,"ch07",7112.33302534014,9542.47029195048
"164",2008-10-14,"ch08",7215.90349627514,6441.77749450507
"165",2008-10-14,"ch09",8749.13580701488,13748.8582895594
"166",2008-10-14,"ch10",6544.06228713179,10402.6969850475
"167",2008-10-14,"ch11",7243.27234971206,19452.6528310844
"168",2008-10-14,"ch12",6063.61721939001,6802.2728620242
"169",2008-10-28,"ch01",7434.40693573928,10179.8635758938
"170",2008-10-28,"ch02",6603.93109846515,13975.8507457587
"171",2008-10-28,"ch03",8058.38143296349,5126.29448803808
"172",2008-10-28,"ch04",7260.46026312319,6872.5007598345
"173",2008-10-28,"ch05",7580.43371294833,26000.3043263847
"174",2008-10-28,"ch06",5144.49421284267,6851.24842834542
"175",2008-10-28,"ch07",7126.5467844016,9561.54059885227
"176",2008-10-28,"ch08",7340.19451622561,6552.73450709529
"177",2008-10-28,"ch09",8765.38800114336,13774.3978535685
"178",2008-10-28,"ch10",6762.40370124972,10749.7810240888
"179",2008-10-28,"ch11",7364.50288841929,19778.2315844625
"180",2008-10-28,"ch12",6107.10362622078,6851.05668104661
"181",2008-11-11,"ch01",7455.26290970768,10208.421465121
"182",2008-11-11,"ch02",6642.5748890049,14057.6323150666
"183",2008-11-11,"ch03",7833.21637406348,4983.05698929965
"184",2008-11-11,"ch04",7252.6417857798,6865.10005939185
"185",2008-11-11,"ch05",7257.1649318808,24891.5172826278
"186",2008-11-11,"ch06",5045.46171118217,6719.36058023339
"187",2008-11-11,"ch07",7118.45911597717,9550.68954120405
"188",2008-11-11,"ch08",7422.32339104875,6626.05255212705
"189",2008-11-11,"ch09",8748.83545372468,13748.386298392
"190",2008-11-11,"ch10",6896.07913070986,10962.2767073518
"191",2008-11-11,"ch11",7419.41927988765,19925.7159598101
"192",2008-11-11,"ch12",6065.54929243246,6804.44029567784
"193",2008-12-09,"ch01",7486.7338858497,10251.5143771037
"194",2008-12-09,"ch02",6609.99632528083,13988.6865405983
"195",2008-12-09,"ch03",8181.389313652,5204.54526656034
"196",2008-12-09,"ch04",7317.45065692595,6926.4458969909
"197",2008-12-09,"ch05",6655.35789624792,22827.365459034
"198",2008-12-09,"ch06",5073.76879473692,6757.05891435365
"199",2008-12-09,"ch07",6851.586734886,9192.63238060269
"200",2008-12-09,"ch08",7462.52532288784,6661.94159913139
"201",2008-12-09,"ch09",8458.39991238197,13291.9804100561
"202",2008-12-09,"ch10",6659.62077708715,10586.3932737303
"203",2008-12-09,"ch11",7504.68585435882,20154.709291995
"204",2008-12-09,"ch12",6071.55476691848,6811.17734299495
"205",2008-12-23,"ch01",7664.8092700896,10495.3513278459
"206",2008-12-23,"ch02",6523.24511120009,13805.0955851616
"207",2008-12-23,"ch03",8363.50026497564,5320.39413444379
"208",2008-12-23,"ch04",7315.28888808942,6924.39964132208
"209",2008-12-23,"ch05",6377.94611394891,21875.8643923894
"210",2008-12-23,"ch06",4980.52678725163,6632.88263369138
"211",2008-12-23,"ch07",6799.34470120735,9122.54032324354
"212",2008-12-23,"ch08",7399.76501819658,6605.91425362752
"213",2008-12-23,"ch09",8300.42621515408,13043.7321230741
"214",2008-12-23,"ch10",6543.49376944966,10401.7932471369
"215",2008-12-23,"ch11",7514.48096538877,20181.0152052768
"216",2008-12-23,"ch12",6033.42193205032,6768.39925552824
"217",2009-01-05,"ch01",7871.62854105545,10778.5470126526
"218",2009-01-05,"ch02",6406.15254051247,13557.2934402016
"219",2009-01-05,"ch03",8629.29147568903,5489.47573349487
"220",2009-01-05,"ch04",7488.12580062903,7088.00108939956
"221",2009-01-05,"ch05",6540.03433888211,22431.8145313357
"222",2009-01-05,"ch06",5151.71795681345,6860.8687452277
"223",2009-01-05,"ch07",6761.2096454159,9071.37530669056
"224",2009-01-05,"ch08",7495.88083167523,6691.71871102532
"225",2009-01-05,"ch09",8380.29537700758,13169.2427806123
"226",2009-01-05,"ch10",6629.62799371128,10538.7155739304
"227",2009-01-05,"ch11",7652.07687330468,20550.5450667036
"228",2009-01-05,"ch12",5865.78967137116,6580.34642561489
"229",2009-01-20,"ch01",7702.71427021388,10547.2542884243
"230",2009-01-20,"ch02",6239.84607540693,13205.3402929451
"231",2009-01-20,"ch03",8750.4680299899,5566.56152393052
"232",2009-01-20,"ch04",7182.38059396283,6798.59324348081
"233",2009-01-20,"ch05",6532.70973333888,22406.6916979456
"234",2009-01-20,"ch06",5195.42707092627,6919.07893790752
"235",2009-01-20,"ch07",6665.68219060044,8943.20809399194
"236",2009-01-20,"ch08",7403.53563678272,6609.28035822705
"237",2009-01-20,"ch09",8128.28580510974,12773.2215085619
"238",2009-01-20,"ch10",6594.32279313036,10482.593048269
"239",2009-01-20,"ch11",7351.09866668064,19742.2329833657
"240",2009-01-20,"ch12",5894.96821372563,6613.07942963376
"241",2009-02-03,"ch01",7764.04140379799,10631.2289563142
"242",2009-02-03,"ch02",6143.38247674325,13001.1950895472
"243",2009-02-03,"ch03",8902.80094155873,5663.46725759655
"244",2009-02-03,"ch04",7597.4838959884,7191.51568299477
"245",2009-02-03,"ch05",6603.75099771837,22650.3577681921
"246",2009-02-03,"ch06",5091.17858599028,6780.2446348594
"247",2009-02-03,"ch07",6581.56339719094,8830.34764661906
"248",2009-02-03,"ch08",7385.64454899703,6593.3086359459
"249",2009-02-03,"ch09",7953.24747006667,12498.1569402627
"250",2009-02-03,"ch10",6562.5751197845,10432.1257068369
"251",2009-02-03,"ch11",7136.80800352441,19166.7304102108
"252",2009-02-03,"ch12",5910.29281884898,6630.27084224775
"253",2009-02-17,"ch01",7989.51879303924,10939.973027195
"254",2009-02-17,"ch02",6239.74913017287,13205.1351284603
"255",2009-02-17,"ch03",9058.41793847783,5762.46214387586
"256",2009-02-17,"ch04",7573.86209032798,7169.15609813836
"257",2009-02-17,"ch05",6403.60090778996,21963.8583611459
"258",2009-02-17,"ch06",5252.34546186437,6994.88076026843
"259",2009-02-17,"ch07",6565.93549711302,8809.38001592912
"260",2009-02-17,"ch08",7346.86357425147,6558.68810499508
"261",2009-02-17,"ch09",8065.17524043453,12674.0462037737
"262",2009-02-17,"ch10",6680.93262783529,10620.2714239978
"263",2009-02-17,"ch11",7237.50949167659,19437.1760035862
"264",2009-02-17,"ch12",6060.53382703672,6798.81385803882
"265",2009-03-16,"ch01",8499.06206558183,11637.6858434739
"266",2009-03-16,"ch02",6566.5442145859,13896.7291587592
"267",2009-03-16,"ch03",9588.30847564632,6099.54905922573
"268",2009-03-16,"ch04",8021.89155543605,7593.24530568109
"269",2009-03-16,"ch05",6571.49733642189,22539.7301918417
"270",2009-03-16,"ch06",5280.0401366499,7031.76351088446
"271",2009-03-16,"ch07",6665.58596520595,8943.078990368
"272",2009-03-16,"ch08",7706.78353744684,6879.99566127433
"273",2009-03-16,"ch09",8237.76410147864,12945.261538087
"274",2009-03-16,"ch10",6842.38004353086,10876.9145411947
"275",2009-03-16,"ch11",7647.45991244524,20538.1456797419
"276",2009-03-16,"ch12",6238.58422032289,6998.55393306372
